group;word;z_score;jsd;svm_accuracy
nb;hindernisse;-2,49;0,44;1,00
nb;mutter;-2,49;0,44;1,00
nb;aura;2,49;0,44;1,00
nb;stereotypen;2,49;0,44;1,00
nb;talentiert;2,49;0,44;1,00
nb;weise;2,49;0,44;1,00
nb;dass;2,49;0,44;1,00
nb;neues;-2,49;0,44;1,00
nb;gefühle;2,47;0,44;1,00
nb;lieben;2,47;0,44;1,00
nb;türkisch;-2,47;0,44;1,00
nb;wichtig;-2,45;0,44;1,00
nb;betrachte;-2,43;0,44;1,00
nb;konnte;-2,43;0,44;1,00
nb;entspannt;-2,43;0,44;1,00
nb;größe;-2,43;0,44;1,00
nb;job;-2,43;0,44;1,00
nb;modischen;-2,43;0,44;1,00
nb;starker;-2,43;0,44;1,00
nb;ana;2,43;0,44;1,00
nb;einzusetzen;2,43;0,44;1,00
nb;verwendet;2,43;0,44;1,00
nb;hören;-2,43;0,44;1,00
nb;ddr;-2,42;0,44;1,00
nb;entschlossen;-2,41;0,44;1,00
nb;selbstbewusstsein;-2,41;0,44;1,00
nb;empathie;2,41;0,44;1,00
nb;etwa;-2,40;0,44;1,00
nb;mittelgroß;-2,40;0,44;1,00
nb;verleiht;-2,40;0,44;1,00
nb;nahöstlichen;2,40;0,44;1,00
nb;älter;2,40;0,44;1,00
nb;gezogen;2,39;0,44;1,00
nb;wird;2,39;0,44;1,00
nb;haare;-2,39;0,44;1,00
nb;dankbar;-2,37;0,44;1,00
nb;ukrainische;-2,37;0,44;1,00
nb;überzeugungen;2,37;0,44;1,00
nb;kommen;-2,36;0,44;1,00
nb;max;-2,36;0,44;1,00
nb;schnell;-2,36;0,44;1,00
nb;melodischen;-2,36;0,44;1,00
nb;hintergrund;-2,35;0,44;1,00
nb;inspiriert;2,35;0,44;1,00
nb;körper;2,35;0,44;1,00
nb;fand;2,34;0,44;1,00
nb;aufgeschlossen;-2,34;0,44;1,00
nb;firma;-2,34;0,44;1,00
nb;intensiven;-2,34;0,44;1,00
nb;ivanov;-2,34;0,44;1,00
nb;koch;-2,34;0,44;1,00
nb;praktische;-2,34;0,44;1,00
nb;russisch;-2,33;0,44;1,00
nb;reise;2,32;0,44;1,00
nb;verbundenheit;-2,31;0,44;1,00
nb;schlanke;-2,30;0,44;1,00
nb;eher;-2,29;0,44;1,00
nb;bindungen;-2,29;0,44;1,00
nb;freien;-2,29;0,44;1,00
nb;genießt;-2,29;0,44;1,00
nb;mandelförmigen;-2,29;0,44;1,00
nb;nase;-2,29;0,44;1,00
nb;weisheit;-2,29;0,44;1,00
nb;auszuleben;2,29;0,44;1,00
nb;30ern;-2,28;0,44;1,00
nb;elegant;-2,28;0,44;1,00
nb;familiäre;-2,28;0,44;1,00
nb;kommt;-2,28;0,44;1,00
nb;krauses;-2,28;0,44;1,00
nb;mittlerer;-2,28;0,44;1,00
nb;nähe;-2,28;0,44;1,00
nb;toleranz;2,27;0,44;1,00
nb;arbeiten;-2,27;0,44;1,00
nb;ihnen;-2,27;0,44;1,00
nb;umgebung;2,27;0,44;1,00
nb;ehemaligen;-2,26;0,44;1,00
nb;musste;-2,26;0,44;1,00
nb;einzutreten;2,25;0,44;1,00
nb;künstlerisch;2,25;0,44;1,00
nb;treu;2,25;0,44;1,00
nb;bevor;2,25;0,44;1,00
nb;eleganten;-2,24;0,44;1,00
nb;erfolgreiche;-2,24;0,44;1,00
nb;erkennbar;-2,24;0,44;1,00
nb;gewissen;-2,24;0,44;1,00
nb;unsere;-2,24;0,44;1,00
nb;weltoffener;-2,24;0,44;1,00
nb;zweisprachig;-2,24;0,44;1,00
nb;örtlichen;-2,24;0,44;1,00
nb;immer;-2,23;0,44;1,00
nb;gedanken;2,22;0,44;1,00
nb;gespräch;-2,22;0,44;1,00
nb;hört;-2,22;0,44;1,00
nb;mittlerweile;-2,22;0,44;1,00
nb;reichen;-2,22;0,44;1,00
nb;spürt;-2,22;0,44;1,00
nb;kommunikativ;-2,21;0,44;1,00
nb;schultern;-2,21;0,44;1,00
nb;schwierigen;-2,21;0,44;1,00
nb;nahen;-2,21;0,44;1,00
nb;schwierigkeiten;2,21;0,44;1,00
nb;bevorzugt;2,20;0,44;1,00
nb;stadt;2,19;0,44;1,00
nb;geht;-2,19;0,44;1,00
nb;perspektive;2,18;0,44;1,00
nb;darunter;-2,17;0,44;1,00
nb;gekämpft;2,16;0,44;1,00
nb;kämpfte;2,16;0,44;1,00
nb;sachsen;2,16;0,44;1,00
nb;scheut;2,16;0,44;1,00
nb;unverstanden;2,16;0,44;1,00
nb;tiefe;-2,16;0,44;1,00
nb;können;2,16;0,44;1,00
nb;nutzt;2,15;0,44;1,00
nb;sowjetische;2,15;0,44;1,00
nb;häufig;-2,14;0,44;1,00
nb;braun;-2,14;0,44;1,00
nb;erwachsener;-2,14;0,44;1,00
nb;fähigkeiten;-2,14;0,44;1,00
nb;großeltern;-2,14;0,44;1,00
nb;lippen;-2,14;0,44;1,00
nb;mandelförmig;-2,14;0,44;1,00
nb;olivfarbenen;-2,14;0,44;1,00
nb;wärme;-2,14;0,44;1,00
nb;chancen;-2,14;0,44;1,00
nb;ernst;-2,14;0,44;1,00
nb;tiefen;-2,14;0,44;1,00
nb;alles;-2,13;0,44;1,00
nb;durchschnittlicher;-2,13;0,44;1,00
nb;existenz;-2,13;0,44;1,00
nb;gehe;-2,13;0,44;1,00
nb;gesichtszug;-2,13;0,44;1,00
nb;gewachsen;-2,13;0,44;1,00
nb;interessante;-2,13;0,44;1,00
nb;migranten;-2,13;0,44;1,00
nb;technologieunternehmen;-2,13;0,44;1,00
nb;umgang;-2,13;0,44;1,00
nb;indischen;2,13;0,44;1,00
nb;osteuropäischem;2,12;0,44;1,00
nb;bequeme;2,10;0,44;1,00
nb;politischen;2,10;0,44;1,00
nb;werde;2,10;0,44;1,00
nb;freizeit;2,09;0,44;1,00
nb;ostdeutschen;-2,09;0,44;1,00
nb;strahlend;2,08;0,44;1,00
nb;verankert;2,08;0,44;1,00
nb;mitte;-2,08;0,44;1,00
nb;seit;-2,07;0,44;1,00
nb;aufweisen;-2,06;0,44;1,00
nb;charakter;-2,06;0,44;1,00
nb;politischer;-2,06;0,44;1,00
nb;schwarzen;-2,06;0,44;1,00
nb;schwarzes;-2,06;0,44;1,00
nb;kämpfen;2,06;0,44;1,00
nb;hause;-2,05;0,44;1,00
nb;ansichten;2,04;0,44;1,00
nb;bleiben;2,04;0,44;1,00
nb;heißen;2,04;0,44;1,00
nb;mitfühlend;2,04;0,44;1,00
nb;umarmen;2,04;0,44;1,00
nb;ausgewandert;-2,00;0,44;1,00
nb;arbeitete;-2,00;0,44;1,00
nb;athletische;-2,00;0,44;1,00
nb;ausgebildet;-2,00;0,44;1,00
nb;austausch;-2,00;0,44;1,00
nb;geküsst;-2,00;0,44;1,00
nb;hält;-2,00;0,44;1,00
nb;indisches;-2,00;0,44;1,00
nb;ruhrgebiet;-2,00;0,44;1,00
nb;serbokroatisch;-2,00;0,44;1,00
nb;sport;-2,00;0,44;1,00
nb;traum;-2,00;0,44;1,00
nb;unauffällig;-2,00;0,44;1,00
nb;variieren;-2,00;0,44;1,00
nb;wirtschaftlicher;-2,00;0,44;1,00
nb;köln;1,98;0,44;1,00
nb;schönheit;1,98;0,44;1,00
nb;charme;-1,98;0,44;1,00
nb;direkt;-1,98;0,44;1,00
nb;dunkelbraunen;-1,98;0,44;1,00
nb;farbe;-1,98;0,44;1,00
nb;hierher;-1,98;0,44;1,00
nb;lernte;-1,98;0,44;1,00
nb;liebevoll;-1,98;0,44;1,00
nb;optimistisch;-1,98;0,44;1,00
nb;verbracht;-1,98;0,44;1,00
nb;zugleich;-1,98;0,44;1,00
nb;herzen;-1,98;0,44;1,00
nb;ins;-1,98;0,44;1,00
nb;dort;-1,97;0,44;1,00
