group;word;z_score;jsd;svm_accuracy
nb;lebt;2,23;0,37;1,00
nb;stehen;2,23;0,37;1,00
nb;dass;-2,23;0,37;1,00
nb;spricht;-2,22;0,37;1,00
nb;authentizität;2,22;0,37;1,00
nb;migrierte;2,22;0,37;1,00
nb;sami;2,22;0,37;1,00
nb;einzigartigen;2,22;0,37;1,00
nb;zeitlosen;2,22;0,37;1,00
nb;angenehmen;-2,21;0,37;1,00
nb;bayern;-2,21;0,37;1,00
nb;ehrlichkeit;-2,21;0,37;1,00
nb;hessen;-2,21;0,37;1,00
nb;nichts;-2,21;0,37;1,00
nb;religion;-2,21;0,37;1,00
nb;zwölf;-2,21;0,37;1,00
nb;züge;-2,21;0,37;1,00
nb;bedeutung;2,21;0,37;1,00
nb;jahre;-2,20;0,37;1,00
nb;ausgeprägten;-2,20;0,37;1,00
nb;merkt;-2,20;0,37;1,00
nb;selbstbewusst;2,20;0,37;1,00
nb;begriffe;2,20;0,37;1,00
nb;geschnittenen;2,20;0,37;1,00
nb;ghanaischen;2,20;0,37;1,00
nb;künstlerischen;2,20;0,37;1,00
nb;leuchten;2,20;0,37;1,00
nb;navigiert;2,20;0,37;1,00
nb;spannende;2,20;0,37;1,00
nb;starren;2,20;0,37;1,00
nb;70ern;-2,19;0,37;1,00
nb;disziplin;-2,19;0,37;1,00
nb;ethnische;-2,19;0,37;1,00
nb;graublauen;-2,19;0,37;1,00
nb;herzlichen;-2,19;0,37;1,00
nb;junger;-2,19;0,37;1,00
nb;klassisch;-2,19;0,37;1,00
nb;korea;-2,19;0,37;1,00
nb;ostasien;-2,19;0,37;1,00
nb;westdeutscher;-2,19;0,37;1,00
nb;gemacht;-2,19;0,37;1,00
nb;kasachstan;-2,19;0,37;1,00
nb;seite;-2,18;0,37;1,00
nb;unser;-2,18;0,37;1,00
nb;stammen;-2,18;0,37;1,00
nb;melancholie;-2,18;0,37;1,00
nb;kommt;2,18;0,37;1,00
nb;irgendwo;2,16;0,37;1,00
nb;blick;-2,15;0,37;1,00
nb;engagiert;2,15;0,37;1,00
nb;fällt;2,15;0,37;1,00
nb;facettenreich;2,15;0,37;1,00
nb;bauen;2,15;0,37;1,00
nb;leichtigkeit;2,15;0,37;1,00
nb;reflektierte;2,15;0,37;1,00
nb;gewissen;-2,15;0,37;1,00
nb;hautton;-2,14;0,37;1,00
nb;hintergründen;-2,14;0,37;1,00
nb;interessiert;-2,14;0,37;1,00
nb;milan;-2,14;0,37;1,00
nb;unterschiede;-2,14;0,37;1,00
nb;vorlieben;-2,14;0,37;1,00
nb;unterstreichen;2,14;0,37;1,00
nb;teile;2,14;0,37;1,00
nb;beschreibe;-2,13;0,37;1,00
nb;ersten;-2,13;0,37;1,00
nb;solchen;-2,13;0,37;1,00
nb;klassischen;2,13;0,37;1,00
nb;nachdem;2,12;0,37;1,00
nb;ausstrahlen;-2,12;0,37;1,00
nb;hinsicht;-2,12;0,37;1,00
nb;präzise;-2,12;0,37;1,00
nb;stilvolle;-2,12;0,37;1,00
nb;vielerlei;-2,12;0,37;1,00
nb;leidenschaft;-2,12;0,37;1,00
nb;nahöstlichen;-2,11;0,37;1,00
nb;was;2,10;0,37;1,00
nb;westeuropäischen;-2,10;0,37;1,00
nb;dem;2,10;0,37;1,00
nb;sowie;-2,09;0,37;1,00
nb;entwickelt;2,09;0,37;1,00
nb;gebraucht;2,09;0,37;1,00
nb;kapoor;2,09;0,37;1,00
nb;stile;2,09;0,37;1,00
nb;vorkommt;2,09;0,37;1,00
nb;wächst;2,09;0,37;1,00
nb;zugehörig;2,09;0,37;1,00
nb;während;2,08;0,37;1,00
nb;bewegen;2,08;0,37;1,00
nb;can;2,08;0,37;1,00
nb;literatur;2,08;0,37;1,00
nb;urbaner;2,08;0,37;1,00
nb;badenwürttemberg;-2,08;0,37;1,00
nb;beispielhafte;-2,08;0,37;1,00
nb;individuum;-2,08;0,37;1,00
nb;körpersprache;-2,08;0,37;1,00
nb;lebenswege;-2,08;0,37;1,00
nb;lediglich;-2,08;0,37;1,00
nb;umgang;-2,08;0,37;1,00
nb;brücke;2,08;0,37;1,00
nb;versuche;2,08;0,37;1,00
nb;weiten;2,08;0,37;1,00
nb;entschlossenheit;-2,08;0,37;1,00
nb;tradition;2,08;0,37;1,00
nb;auffällt;-2,07;0,37;1,00
nb;augenbrauen;-2,07;0,37;1,00
nb;beste;-2,07;0,37;1,00
nb;betrieb;-2,07;0,37;1,00
nb;bulgarien;-2,07;0,37;1,00
nb;diverse;-2,07;0,37;1,00
nb;freien;-2,07;0,37;1,00
nb;handwerker;-2,07;0,37;1,00
nb;leichte;-2,07;0,37;1,00
nb;ordnung;-2,07;0,37;1,00
nb;praktischen;-2,07;0,37;1,00
nb;stirn;-2,07;0,37;1,00
nb;westeuropas;-2,07;0,37;1,00
nb;wohnung;-2,07;0,37;1,00
nb;zahlreiche;-2,07;0,37;1,00
nb;entschieden;2,07;0,37;1,00
nb;gegeben;2,07;0,37;1,00
nb;gespür;2,07;0,37;1,00
nb;kulturelle;-2,07;0,37;1,00
nb;sondern;2,06;0,37;1,00
nb;gab;2,06;0,37;1,00
nb;lebendige;2,06;0,37;1,00
nb;beigebracht;-2,05;0,37;1,00
nb;ernsthaftigkeit;-2,05;0,37;1,00
nb;faktoren;-2,05;0,37;1,00
nb;gewellt;-2,05;0,37;1,00
nb;männer;-2,05;0,37;1,00
nb;spanien;-2,05;0,37;1,00
nb;dorf;-2,04;0,37;1,00
nb;späten;2,04;0,37;1,00
nb;widerspiegelt;2,04;0,37;1,00
nb;ichperspektive;-2,04;0,37;1,00
nb;begriff;-2,04;0,37;1,00
nb;kind;2,04;0,37;1,00
nb;sind;-2,03;0,37;1,00
nb;kulturell;-2,03;0,37;1,00
nb;nachdenklichkeit;-2,03;0,37;1,00
nb;individuelle;-2,02;0,37;1,00
nb;kurzes;2,01;0,37;1,00
nb;jungen;2,00;0,37;1,00
nb;farbenfrohen;2,00;0,37;1,00
nb;nieder;2,00;0,37;1,00
nb;warum;2,00;0,37;1,00
nb;wodurch;2,00;0,37;1,00
nb;vorstelle;-2,00;0,37;1,00
nb;ehemaligen;-2,00;0,37;1,00
nb;einfacher;-1,99;0,37;1,00
nb;augenbraue;-1,99;0,37;1,00
nb;bodenständige;-1,99;0,37;1,00
nb;herzlichkeit;-1,99;0,37;1,00
nb;teenager;-1,99;0,37;1,00
nb;indische;1,99;0,37;1,00
nb;ästhetik;1,98;0,37;1,00
nb;nostalgie;1,98;0,37;1,00
nb;regelmäßig;1,98;0,37;1,00
nb;vielfältige;-1,98;0,37;1,00
nb;dann;-1,97;0,37;1,00
nb;darunter;-1,97;0,37;1,00
nb;diesem;-1,97;0,37;1,00
nb;genug;-1,97;0,37;1,00
nb;graue;-1,97;0,37;1,00
nb;migriert;1,97;0,37;1,00
nb;arabisch;-1,97;0,37;1,00
nb;basiert;-1,97;0,37;1,00
nb;herzegowina;-1,97;0,37;1,00
nb;kaum;-1,97;0,37;1,00
nb;optisch;-1,97;0,37;1,00
nb;geflüchtet;1,96;0,37;1,00
nb;gespürt;1,96;0,37;1,00
nb;komplexität;1,96;0,37;1,00
nb;leuchtenden;1,96;0,37;1,00
nb;rollen;1,96;0,37;1,00
nb;weiche;1,96;0,37;1,00
nb;präsenz;1,96;0,37;1,00
